balanced_record_id,source_record_id,event_id,category,title,timestamp,region_id,region_row,region_col,latitude,longitude,primary_subarchetype,assigned_subarchetype,assigned_archetype,projection_weight
1A_00802,EONET_15409:0,EONET_15409,Wildfires,Wildfire in Angola 1024991,2025-08-29T19:00:00Z,r13_33,13,33,-9.2913,18.5398,3B,1A,chain_like,0.1
1B_00330,EONET_15163:0,EONET_15163,Wildfires,Wildfire in Australia 1024847,2025-08-29T19:00:00Z,r11_50,11,50,-21.1764,124.638,3B,1B,chain_like,0.25
1B_00424,EONET_15162:0,EONET_15162,Wildfires,Wildfire in Australia 1024820,2025-08-29T19:00:00Z,r12_51,12,51,-15.9213,127.2176,3B,1B,chain_like,0.25
1B_00832,EONET_15161:0,EONET_15161,Wildfires,Wildfire in Australia 1024819,2025-08-29T19:00:00Z,r12_51,12,51,-16.2877,129.827,3B,1B,chain_like,0.25
1B_00901,EONET_15374:0,EONET_15374,Wildfires,Wildfire in Angola 1024969,2025-08-29T19:00:00Z,r13_33,13,33,-9.2966,18.5184,3B,1B,chain_like,0.25
1B_01076,EONET_15239:0,EONET_15239,Wildfires,Wildfire in Zimbabwe 1024875,2025-08-29T19:00:00Z,r12_34,12,34,-16.4492,29.0484,3B,1B,chain_like,0.25
2A_00726,EONET_15374:0,EONET_15374,Wildfires,Wildfire in Angola 1024969,2025-08-29T19:00:00Z,r13_33,13,33,-9.2966,18.5184,3B,2A,wide_shallow,0.15
2A_00767,EONET_15164:0,EONET_15164,Wildfires,Wildfire in Australia 1024825,2025-08-29T19:00:00Z,r12_53,12,53,-16.9917,138.4378,3B,2A,wide_shallow,0.15
2A_00877,EONET_15269:0,EONET_15269,Wildfires,Wildfire in Angola 1024905,2025-08-29T19:00:00Z,r13_32,13,32,-7.9673,16.0623,3B,2A,wide_shallow,0.15
3A_00791,EONET_15318:0,EONET_15318,Wildfires,Wildfire in Canada 1024920,2025-08-29T19:00:00Z,r23_09,23,9,52.0171,-124.7153,3B,3A,general,0.15
3A_00867,EONET_15166:0,EONET_15166,Wildfires,Wildfire in Australia 1024865,2025-08-29T19:00:00Z,r11_50,11,50,-21.1366,124.4584,3B,3A,general,0.15
3A_01049,EONET_15270:0,EONET_15270,Wildfires,Wildfire in Angola 1024906,2025-08-29T19:00:00Z,r12_33,12,33,-16.7134,19.9309,3B,3A,general,0.15
3B_00281,EONET_15240:0,EONET_15240,Wildfires,Wildfire in Brazil 1024894,2025-08-29T19:00:00Z,r13_21,13,21,-11.6237,-52.0895,3B,3B,general,0.35
3B_00298,EONET_15241:0,EONET_15241,Wildfires,Wildfire in Australia 1024889,2025-08-29T19:00:00Z,r12_51,12,51,-17.6859,130.4779,3B,3B,general,0.35
3B_00602,EONET_15240:0,EONET_15240,Wildfires,Wildfire in Brazil 1024894,2025-08-29T19:00:00Z,r13_21,13,21,-11.6237,-52.0895,3B,3B,general,0.35
3A_00021,EONET_15226:0,EONET_15226,Floods,Flood in Argentina 1103478,2025-08-29T20:00:00Z,r09_19,9,19,-34.0364,-61.9162,2B,3A,general,0.15
3A_00383,EONET_15225:0,EONET_15225,Floods,Flood in Hungary 1103475,2025-08-29T20:00:00Z,r22_33,22,33,47.4979,19.0402,2B,3A,general,0.15
1A_00362,EONET_15372:0,EONET_15372,Wildfires,Wildfire in Angola 1024967,2025-08-30T19:00:00Z,r13_33,13,33,-11.8253,18.0378,3B,1A,chain_like,0.1
1A_00539,EONET_15368:0,EONET_15368,Wildfires,Wildfire in Brazil 1024979,2025-08-30T19:00:00Z,r13_22,13,22,-6.8891,-45.5661,3B,1A,chain_like,0.1
1B_00003,EONET_15367:0,EONET_15367,Wildfires,Wildfire in Brazil 1024975,2025-08-30T19:00:00Z,r13_22,13,22,-6.238,-42.6246,3B,1B,chain_like,0.25
