date,region_id,assigned_subarchetype,count
2026-03-20,r20_15,1A,3
2026-03-20,r20_15,1B,1
2026-03-20,r20_15,2A,2
2026-03-20,r20_15,3A,1
2026-03-20,r20_15,3B,1
2026-03-20,r20_16,3B,1
2026-03-20,r22_12,3A,2
2026-03-20,r22_50,1A,2
2026-03-20,r22_51,1A,1
2026-03-20,r22_51,2A,3
2026-03-20,r22_51,3A,1
2026-03-20,r22_51,3B,1
2026-03-21,r12_52,1A,1
2026-03-21,r12_52,3A,1
2026-03-21,r12_52,3B,1
2026-03-21,r17_47,1A,1
2026-03-21,r17_47,1B,1
2026-03-21,r17_47,2A,3
2026-03-21,r17_47,3A,2
2026-03-21,r17_47,3B,2
2026-03-21,r18_43,2A,1
2026-03-21,r18_46,1A,1
2026-03-21,r18_46,1B,5
2026-03-21,r18_46,2A,3
2026-03-21,r18_46,3A,1
2026-03-21,r18_46,3B,2
2026-03-21,r18_47,1B,1
2026-03-21,r18_47,3A,1
2026-03-21,r18_47,3B,2
2026-03-21,r20_14,3A,1
2026-03-21,r20_15,3A,1
2026-03-21,r20_15,3B,3
2026-03-21,r20_16,1B,1
2026-03-21,r20_16,3B,1
2026-03-21,r22_50,3A,1
2026-03-22,r12_51,2A,1
2026-03-22,r12_51,2B,1
2026-03-22,r12_52,1A,1
2026-03-22,r16_18,2A,1
2026-03-22,r17_32,3B,2
2026-03-22,r17_46,3A,1
2026-03-22,r17_47,1B,2
2026-03-22,r18_45,2A,1
2026-03-22,r18_45,3A,2
2026-03-22,r18_46,1A,2
2026-03-22,r18_46,1B,1
2026-03-22,r18_46,2A,3
2026-03-22,r18_46,3A,3
2026-03-22,r18_46,3B,4
2026-03-22,r18_47,1A,1
2026-03-22,r18_47,1B,1
2026-03-22,r18_47,2A,1
2026-03-22,r20_13,3B,1
2026-03-22,r20_15,1A,1
2026-03-22,r20_15,1B,1
2026-03-22,r20_16,1A,1
2026-03-22,r20_16,2A,2
2026-03-22,r20_16,3B,1
2026-03-22,r21_13,1A,1
2026-03-22,r21_15,3A,1
2026-03-22,r21_15,3B,1
2026-03-22,r21_16,1A,2
2026-03-22,r21_16,3A,2
2026-03-23,r11_57,2A,2
2026-03-23,r11_57,2B,2
2026-03-23,r12_50,2B,1
2026-03-23,r12_51,2B,1
2026-03-23,r12_51,3A,1
2026-03-23,r12_57,1A,1
2026-03-23,r16_18,1B,2
2026-03-23,r17_46,1A,1
2026-03-23,r17_47,2A,1
2026-03-23,r18_45,1B,1
2026-03-23,r18_46,1A,1
2026-03-23,r18_46,1B,2
2026-03-23,r18_46,2A,1
2026-03-23,r18_46,3A,5
2026-03-23,r18_46,3B,2
2026-03-23,r18_47,3B,1
2026-03-23,r19_27,2B,2
2026-03-23,r20_13,1A,1
2026-03-23,r20_14,1B,1
2026-03-23,r20_14,3A,1
2026-03-23,r20_14,3B,1
2026-03-23,r20_15,3A,1
2026-03-23,r20_15,3B,1
2026-03-23,r20_16,1A,2
2026-03-23,r20_16,1B,2
2026-03-23,r20_16,3A,1
2026-03-23,r21_14,1A,1
2026-03-23,r21_14,1B,1
2026-03-23,r21_14,3A,1
2026-03-23,r21_14,3B,1
2026-03-23,r21_16,1B,1
2026-03-23,r22_42,1A,1
2026-03-23,r22_42,1B,1
2026-03-23,r22_42,3A,1
2026-03-23,r22_50,1A,1
2026-03-23,r22_50,1B,1
2026-03-23,r22_51,1B,1
2026-03-23,r22_51,2A,1
2026-03-23,r22_51,3B,1
2026-03-24,r09_59,1B,1
2026-03-24,r09_59,2B,2
2026-03-24,r09_59,3B,1
2026-03-24,r11_57,2B,1
2026-03-24,r12_50,2A,1
2026-03-24,r12_50,2B,3
2026-03-24,r12_50,3A,1
2026-03-24,r17_47,1B,1
2026-03-24,r18_46,1A,4
2026-03-24,r18_46,3A,2
2026-03-24,r18_46,3B,2
2026-03-24,r18_47,1B,1
2026-03-24,r19_16,1A,1
2026-03-24,r19_16,1B,1
2026-03-24,r20_13,1A,1
2026-03-24,r20_13,1B,1
2026-03-24,r20_14,3A,3
2026-03-24,r20_16,1A,1
2026-03-24,r20_37,2B,1
2026-03-24,r20_41,3B,1
2026-03-24,r21_13,1A,2
2026-03-24,r21_13,1B,1
2026-03-24,r21_14,1B,2
2026-03-24,r21_14,2A,1
2026-03-24,r21_14,3B,1
2026-03-24,r21_16,1B,1
2026-03-24,r21_16,2A,1
2026-03-24,r22_11,1A,1
2026-03-24,r22_51,2A,2
2026-03-25,r11_49,3B,1
2026-03-25,r12_49,1A,1
2026-03-25,r12_49,2B,1
2026-03-25,r12_49,3B,1
2026-03-25,r12_50,2B,1
2026-03-25,r17_43,1A,1
2026-03-25,r17_43,3A,1
2026-03-25,r17_46,1A,1
2026-03-25,r17_46,1B,1
2026-03-25,r17_46,2A,2
2026-03-25,r17_46,3A,2
2026-03-25,r17_46,3B,1
2026-03-25,r18_45,2A,1
2026-03-25,r18_46,1B,1
2026-03-25,r18_46,2A,1
2026-03-25,r18_46,3A,1
2026-03-25,r18_46,3B,1
2026-03-25,r20_14,1A,2
2026-03-25,r20_14,2A,1
2026-03-25,r20_14,3A,1
2026-03-25,r20_14,3B,1
2026-03-25,r20_16,3B,2
2026-03-25,r21_12,2A,2
2026-03-25,r21_15,3A,1
2026-03-25,r22_50,1A,1
2026-03-25,r22_50,3B,1
2026-03-25,r22_51,1A,1
2026-03-25,r22_51,3A,1
2026-03-25,r22_51,3B,1
2026-03-26,r02_12,3A,1
2026-03-26,r02_12,3C,6
2026-03-26,r03_00,1B,3
2026-03-26,r03_00,3C,5
2026-03-26,r03_22,3C,2
2026-03-26,r03_37,1B,2
2026-03-26,r03_37,3C,4
2026-03-26,r08_18,3A,1
2026-03-26,r11_49,1A,2
2026-03-26,r11_49,2A,2
2026-03-26,r11_49,3B,1
2026-03-26,r17_46,1A,2
2026-03-26,r17_46,2A,1
2026-03-26,r17_46,3A,2
2026-03-26,r17_46,3B,1
2026-03-26,r18_46,1A,2
2026-03-26,r18_46,2A,1
2026-03-26,r18_46,3A,2
2026-03-26,r18_47,2A,1
2026-03-26,r20_11,2A,1
2026-03-26,r20_14,1A,1
2026-03-26,r20_14,1B,3
2026-03-26,r20_14,3A,1
2026-03-26,r20_14,3B,1
2026-03-26,r21_13,3A,1
2026-03-26,r21_13,3B,1
2026-03-26,r22_14,1B,1
2026-03-26,r22_37,3A,1
2026-03-26,r22_51,1A,1
2026-03-26,r22_51,1B,1
2026-03-27,r10_49,2A,1
2026-03-27,r10_49,2B,2
2026-03-27,r10_49,3B,1
2026-03-27,r11_48,1A,1
2026-03-27,r11_48,2A,3
2026-03-27,r11_48,2B,1
2026-03-27,r12_17,1B,1
2026-03-27,r12_17,2B,1
2026-03-27,r16_28,1B,2
2026-03-27,r18_45,3A,1
2026-03-27,r18_46,3A,1
2026-03-27,r18_46,3B,1
2026-03-27,r19_38,2B,1
2026-03-27,r19_38,3A,1
2026-03-27,r19_38,3B,1
2026-03-27,r20_11,1A,1
2026-03-27,r20_12,1B,1
2026-03-27,r20_15,1B,2
2026-03-27,r21_15,3B,1
2026-03-27,r22_11,3A,1
2026-03-27,r22_14,3A,1
2026-03-27,r22_42,1B,1
2026-03-27,r22_51,2A,1
2026-03-27,r22_51,3A,1
2026-03-28,r10_49,1A,1
2026-03-28,r10_49,2A,1
2026-03-28,r12_51,3B,1
2026-03-28,r16_28,1B,1
2026-03-28,r16_28,3B,1
2026-03-28,r17_27,1B,1
2026-03-28,r17_27,3A,2
2026-03-28,r17_46,1B,2
2026-03-28,r17_46,2A,1
2026-03-28,r18_46,3A,1
2026-03-28,r18_46,3B,1
2026-03-28,r18_47,2A,2
2026-03-29,r08_18,1A,1
2026-03-29,r11_52,3B,1
2026-03-29,r16_28,3A,1
2026-03-29,r17_46,1B,2
2026-03-29,r17_46,2A,2
2026-03-29,r17_46,3B,1
2026-03-29,r18_46,1A,1
2026-03-29,r18_46,1B,2
2026-03-29,r18_46,3B,1
2026-03-29,r18_47,1A,1
2026-03-29,r18_47,3B,1
2026-03-29,r20_16,1A,1
2026-03-29,r20_16,3A,1
2026-03-29,r21_13,2A,1
2026-03-29,r21_14,1A,2
2026-03-29,r21_14,1B,1
2026-03-29,r21_14,2A,1
2026-03-29,r21_16,1B,1
2026-03-29,r21_16,2B,2
2026-03-29,r21_16,3A,1
2026-03-30,r12_51,1B,1
2026-03-30,r17_46,3B,1
2026-03-30,r18_42,1B,1
2026-03-30,r18_46,1A,2
2026-03-30,r18_46,1B,1
2026-03-30,r18_46,3B,1
2026-03-30,r20_14,1A,4
2026-03-30,r20_14,1B,1
2026-03-30,r20_14,2A,4
2026-03-30,r20_15,1B,1
2026-03-30,r20_15,2A,1
2026-03-30,r22_32,2B,2
2026-03-30,r22_50,1A,1
2026-03-30,r22_51,2A,1
2026-03-30,r22_51,3A,2
2026-03-30,r22_51,3B,2
2026-03-30,r23_50,3B,1
2026-03-31,r09_49,3A,1
2026-03-31,r16_28,3B,1
2026-03-31,r17_46,1A,1
2026-03-31,r17_46,2A,2
2026-03-31,r17_47,3B,1
2026-03-31,r18_43,3B,1
2026-03-31,r18_45,1B,1
2026-03-31,r18_46,1A,1
2026-03-31,r18_46,1B,1
2026-03-31,r18_46,2A,1
2026-03-31,r18_46,3A,2
2026-03-31,r18_46,3B,1
2026-03-31,r18_47,1A,1
2026-03-31,r18_47,3B,1
2026-03-31,r19_44,1B,1
2026-03-31,r19_45,1A,1
2026-03-31,r19_45,3B,1
2026-03-31,r20_14,1B,1
2026-03-31,r20_16,1B,1
2026-03-31,r21_17,1A,2
2026-04-01,r17_46,1B,2
2026-04-01,r18_47,1A,1
2026-04-01,r18_47,2A,1
2026-04-01,r18_47,3A,1
2026-04-01,r18_47,3B,1
2026-04-01,r19_45,1A,1
2026-04-01,r19_45,1B,2
2026-04-01,r19_45,3B,1
2026-04-01,r20_14,1A,1
2026-04-01,r23_52,3B,1
2026-04-02,r12_42,2A,1
2026-04-02,r16_17,2B,1
2026-04-02,r17_46,1A,1
2026-04-02,r17_46,1B,1
2026-04-02,r17_46,2A,1
2026-04-02,r17_46,3B,1
2026-04-02,r18_45,1A,1
2026-04-02,r18_45,1B,1
2026-04-02,r18_45,3A,1
2026-04-02,r18_46,2A,1
2026-04-02,r18_46,3B,1
2026-04-02,r18_47,1A,2
2026-04-02,r18_47,1B,1
2026-04-02,r18_47,2A,1
2026-04-02,r18_47,3A,1
2026-04-02,r20_14,1A,1
2026-04-02,r20_14,2A,1
2026-04-02,r20_14,3A,1
2026-04-03,r04_20,3C,2
2026-04-03,r04_21,1B,1
2026-04-03,r04_21,3C,1
2026-04-03,r12_41,2B,1
2026-04-03,r12_41,3A,1
2026-04-03,r12_42,2A,2
2026-04-03,r12_42,2B,2
2026-04-03,r17_46,3A,2
2026-04-03,r18_45,2A,1
2026-04-03,r18_45,3B,1
2026-04-03,r18_46,1B,1
2026-04-03,r18_47,1B,2
2026-04-03,r18_47,2A,1
2026-04-03,r19_16,3A,1
2026-04-03,r19_50,2B,1
2026-04-03,r19_50,3A,1
2026-04-03,r20_10,3A,1
2026-04-03,r23_52,1A,1
2026-04-03,r23_52,1B,1
2026-04-03,r23_52,3A,1
2026-04-04,r11_41,2A,2
2026-04-04,r11_41,2B,1
2026-04-04,r11_41,3B,1
2026-04-04,r12_50,1B,1
2026-04-04,r12_50,2A,1
2026-04-04,r12_50,3A,1
2026-04-04,r12_50,3B,1
2026-04-04,r13_55,1A,2
2026-04-04,r13_55,2A,1
2026-04-04,r13_55,2B,1
2026-04-04,r18_46,1A,2
2026-04-04,r18_46,1B,3
2026-04-04,r18_46,2A,1
2026-04-04,r18_46,3A,2
2026-04-04,r19_43,1B,1
2026-04-04,r20_13,3B,1
2026-04-04,r21_13,1A,2
2026-04-04,r21_13,2A,2
2026-04-04,r21_35,1B,1
2026-04-04,r21_35,2B,2
2026-04-05,r09_41,2B,1
2026-04-05,r09_41,3A,1
2026-04-05,r09_41,3B,1
2026-04-05,r09_42,1A,1
2026-04-05,r10_41,1A,1
2026-04-05,r10_41,2A,1
2026-04-05,r10_41,2B,2
2026-04-05,r10_41,3A,1
2026-04-05,r12_51,1B,1
2026-04-05,r12_51,2A,1
2026-04-05,r12_51,3A,1
2026-04-05,r12_58,2A,2
2026-04-05,r12_58,3B,1
2026-04-05,r13_55,2A,1
2026-04-05,r13_55,2B,3
2026-04-05,r13_55,3B,1
2026-04-05,r17_46,1A,1
2026-04-05,r17_46,1B,1
2026-04-05,r17_46,2A,1
2026-04-05,r17_47,1A,1
2026-04-05,r18_43,2A,1
2026-04-05,r18_47,1B,2
2026-04-05,r18_47,3A,3
2026-04-05,r19_16,3A,1
2026-04-06,r12_51,3B,1
2026-04-06,r12_59,1A,1
2026-04-06,r13_55,1A,1
2026-04-06,r13_55,3A,1
2026-04-06,r13_56,2A,1
2026-04-06,r16_27,1A,1
2026-04-06,r17_15,2A,1
2026-04-06,r18_43,1A,1
2026-04-06,r18_43,1B,1
2026-04-06,r18_46,1A,1
2026-04-06,r18_46,2A,1
2026-04-06,r18_46,3A,1
2026-04-06,r18_46,3B,1
2026-04-06,r18_47,1A,2
2026-04-06,r18_47,2A,1
2026-04-06,r20_13,1B,1
2026-04-06,r20_15,1B,1
2026-04-06,r20_16,3A,1
2026-04-06,r21_13,1A,1
2026-04-06,r21_13,2A,1
2026-04-06,r21_16,3B,1
2026-04-07,r11_52,1A,1
2026-04-07,r11_59,2B,2
2026-04-07,r11_59,3A,1
2026-04-07,r12_51,1B,1
2026-04-07,r12_51,2A,3
2026-04-07,r13_56,1A,1
2026-04-07,r13_56,2B,1
2026-04-07,r13_56,3B,2
2026-04-07,r16_35,1A,1
2026-04-07,r16_50,2B,1
2026-04-07,r17_15,3B,1
2026-04-07,r17_46,1B,1
2026-04-07,r17_47,1A,1
2026-04-07,r18_46,1A,1
2026-04-07,r18_46,2A,1
2026-04-07,r18_47,3A,2
2026-04-07,r18_47,3B,1
2026-04-07,r19_43,1B,2
2026-04-07,r20_14,1A,2
2026-04-07,r20_14,1B,2
2026-04-07,r20_14,2A,2
2026-04-07,r20_14,3B,2
2026-04-07,r20_15,1A,1
2026-04-07,r20_15,1B,1
2026-04-07,r20_15,2A,1
2026-04-07,r20_15,3A,1
2026-04-07,r20_15,3B,2
2026-04-07,r20_16,3A,1
2026-04-07,r20_16,3B,1
2026-04-07,r23_52,1A,1
2026-04-08,r09_49,1A,1
2026-04-08,r09_49,2A,1
2026-04-08,r10_59,1A,2
2026-04-08,r10_59,2B,2
2026-04-08,r11_39,3A,1
2026-04-08,r11_59,2A,1
2026-04-08,r11_59,3A,1
2026-04-08,r12_51,1A,1
2026-04-08,r13_55,2B,2
2026-04-08,r13_55,3A,1
2026-04-08,r16_35,1A,1
2026-04-08,r16_35,1B,1
2026-04-08,r17_46,1A,1
2026-04-08,r17_46,1B,1
2026-04-08,r18_43,3B,1
2026-04-08,r18_46,1A,1
2026-04-08,r18_46,1B,2
2026-04-08,r18_46,2A,1
2026-04-08,r18_47,1B,1
2026-04-08,r20_12,3A,1
2026-04-08,r20_14,1A,3
2026-04-08,r20_14,1B,3
2026-04-08,r20_14,2A,1
2026-04-08,r20_14,3A,1
2026-04-08,r20_14,3B,3
2026-04-08,r20_15,2A,1
2026-04-08,r21_13,3B,1
2026-04-08,r21_16,1B,1
2026-04-08,r21_16,3B,1
2026-04-09,r10_59,1A,1
2026-04-09,r10_59,2B,1
2026-04-09,r10_59,3B,2
2026-04-09,r12_50,1A,2
2026-04-09,r12_50,1B,3
2026-04-09,r12_50,3A,1
2026-04-09,r12_50,3B,2
2026-04-09,r13_55,1A,1
2026-04-09,r13_55,2B,3
2026-04-09,r16_55,1A,1
2026-04-09,r16_55,2A,1
2026-04-09,r18_43,1A,1
2026-04-09,r18_43,3A,1
2026-04-09,r18_45,1A,1
2026-04-09,r18_45,3B,2
2026-04-09,r18_46,2A,1
2026-04-09,r18_46,3A,2
2026-04-09,r19_43,3B,1
2026-04-09,r19_44,1A,1
2026-04-09,r19_44,1B,1
2026-04-09,r19_44,3A,2
2026-04-09,r20_14,1A,4
2026-04-09,r20_14,1B,1
2026-04-09,r20_14,3B,2
2026-04-09,r20_15,1A,1
2026-04-09,r20_15,2A,1
2026-04-09,r20_16,1B,1
2026-04-09,r20_16,2A,1
2026-04-09,r20_16,3A,1
2026-04-09,r21_13,1A,2
2026-04-09,r21_13,1B,2
2026-04-09,r21_13,3B,1
2026-04-09,r21_29,1B,1
2026-04-09,r21_29,3A,1
2026-04-09,r22_15,1A,1
2026-04-09,r22_15,1B,2
2026-04-10,r02_12,3A,2
2026-04-10,r02_12,3C,4
2026-04-10,r02_59,3C,2
2026-04-10,r03_22,3A,1
2026-04-10,r03_22,3C,6
2026-04-10,r03_37,1B,1
2026-04-10,r03_37,3C,1
2026-04-10,r03_42,3C,4
2026-04-10,r03_59,1B,1
2026-04-10,r03_59,3A,1
2026-04-10,r03_59,3C,2
2026-04-10,r05_23,3A,1
2026-04-10,r05_23,3C,1
2026-04-10,r12_50,1B,1
2026-04-10,r12_50,2A,1
2026-04-10,r12_50,3A,1
2026-04-10,r12_50,3B,1
2026-04-10,r13_55,1A,1
2026-04-10,r13_55,2B,2
2026-04-10,r16_55,2A,2
2026-04-10,r16_55,2B,1
2026-04-10,r16_55,3B,4
2026-04-10,r17_47,3A,1
2026-04-10,r18_43,1B,2
2026-04-10,r18_43,3B,1
2026-04-10,r19_43,2A,2
2026-04-10,r20_14,3B,1
2026-04-10,r20_15,3A,1
2026-04-10,r21_13,1A,2
2026-04-10,r23_52,1B,1
2026-04-11,r12_51,1A,1
2026-04-11,r12_51,1B,1
2026-04-11,r13_55,2B,1
2026-04-11,r16_27,1A,2
2026-04-11,r16_27,2A,1
2026-04-11,r16_27,3B,1
2026-04-11,r16_35,1B,1
2026-04-11,r16_35,3B,1
2026-04-11,r16_55,3B,1
2026-04-11,r17_13,3A,1
2026-04-11,r17_46,3B,1
2026-04-11,r19_16,1A,1
2026-04-11,r20_14,2A,1
2026-04-11,r20_14,3A,1
2026-04-11,r20_14,3B,1
2026-04-11,r21_30,2B,2
2026-04-12,r11_50,2A,1
2026-04-12,r11_51,1A,1
2026-04-12,r11_51,1B,1
2026-04-12,r11_51,3B,1
2026-04-12,r12_50,1B,1
2026-04-12,r12_51,3A,1
2026-04-12,r16_27,1A,2
2026-04-12,r16_54,2B,2
2026-04-12,r16_54,3B,2
2026-04-12,r16_55,1A,1
2026-04-12,r16_55,2A,2
2026-04-12,r17_46,2A,1
2026-04-12,r18_16,1A,1
2026-04-12,r18_16,3A,1
2026-04-12,r19_43,2A,1
2026-04-12,r20_13,1B,1
2026-04-12,r20_15,2A,1
2026-04-12,r20_15,3A,1
2026-04-12,r21_12,1A,1
2026-04-12,r21_12,3A,1
2026-04-12,r21_15,1A,1
2026-04-12,r21_16,3A,1
2026-04-12,r22_15,2B,1
2026-04-12,r22_15,3B,1
2026-04-12,r22_16,2B,1
2026-04-12,r23_50,1B,2
2026-04-12,r23_50,3A,2
2026-04-12,r23_50,3B,1
2026-04-12,r23_52,1A,1
2026-04-12,r23_52,3A,1
2026-04-13,r10_54,1A,1
2026-04-13,r10_54,2A,1
2026-04-13,r11_50,1B,1
2026-04-13,r11_52,1A,1
2026-04-13,r11_52,1B,1
2026-04-13,r11_52,3B,1
2026-04-13,r12_50,1A,3
2026-04-13,r12_50,1B,3
2026-04-13,r12_50,3B,2
2026-04-13,r12_51,1A,3
2026-04-13,r12_51,1B,3
2026-04-13,r12_51,2A,1
2026-04-13,r12_51,3B,1
2026-04-13,r12_52,1B,1
2026-04-13,r12_52,2A,1
2026-04-13,r16_27,3B,1
2026-04-13,r16_35,1B,1
2026-04-13,r16_35,3A,1
2026-04-13,r16_35,3B,1
2026-04-13,r17_43,1B,1
2026-04-13,r17_46,1B,1
2026-04-13,r17_54,2B,2
2026-04-13,r17_54,3A,1
2026-04-13,r17_54,3B,1
2026-04-13,r22_14,1B,1
2026-04-13,r22_14,2A,1
2026-04-13,r22_32,2B,1
2026-04-13,r23_50,1B,1
2026-04-13,r23_50,3A,1
2026-04-14,r09_49,3B,1
2026-04-14,r12_50,3A,1
2026-04-14,r12_51,2A,1
2026-04-14,r12_51,3B,1
2026-04-14,r17_54,1A,1
2026-04-14,r17_54,2A,3
2026-04-14,r17_54,3A,2
2026-04-14,r18_45,1A,2
2026-04-14,r20_12,1A,1
2026-04-14,r20_12,3B,1
2026-04-14,r20_14,1B,2
2026-04-14,r20_14,2A,2
2026-04-14,r20_14,3A,1
2026-04-14,r20_14,3B,1
2026-04-14,r20_15,1B,1
2026-04-14,r22_49,3B,1
2026-04-15,r11_50,1A,1
2026-04-15,r11_50,1B,2
2026-04-15,r11_50,3A,1
2026-04-15,r11_50,3B,1
2026-04-15,r11_51,1B,1
2026-04-15,r11_51,2A,1
2026-04-15,r12_50,1A,1
2026-04-15,r17_54,2B,2
2026-04-16,r12_51,3B,1
2026-04-16,r14_34,1B,1
2026-04-16,r14_34,2A,1
2026-04-16,r14_34,3A,1
2026-04-16,r15_17,2B,1
2026-04-16,r18_13,2B,3
2026-04-16,r18_54,2A,1
2026-04-16,r18_54,2B,1
2026-04-16,r20_14,1B,1
2026-04-16,r20_14,3B,1
2026-04-16,r22_14,1A,1
2026-04-16,r22_14,3A,1
2026-04-17,r03_21,3C,2
2026-04-17,r03_36,3C,2
2026-04-17,r04_20,3A,1
2026-04-17,r04_20,3C,5
2026-04-17,r18_54,1A,1
2026-04-17,r18_54,2A,2
2026-04-17,r18_54,2B,4
2026-04-17,r18_54,3A,1
2026-04-17,r20_14,3B,2
2026-04-17,r22_10,1B,1
2026-04-18,r18_54,2A,1
2026-04-18,r19_45,2B,1
2026-04-18,r19_45,3B,1
2026-04-18,r19_54,2B,3
2026-04-18,r20_13,2A,1
2026-04-18,r20_16,3B,1
2026-04-19,r19_54,2A,1
2026-04-19,r19_55,2B,1
2026-04-19,r19_55,3B,1
2026-04-19,r20_16,1A,1
2026-04-19,r21_36,2B,2
2026-04-19,r22_14,1B,2
2026-04-19,r22_14,3B,1
2026-04-19,r22_15,2A,2
2026-04-19,r22_16,2A,1
2026-04-20,r12_51,2A,2
2026-04-20,r19_16,3A,1
2026-04-20,r21_13,1B,1
2026-04-20,r21_13,3A,2
2026-04-20,r21_13,3B,1
2026-04-20,r22_11,1A,1
2026-04-20,r22_11,3B,1
2026-04-20,r22_15,2A,1
2026-04-21,r19_16,1B,2
2026-04-21,r19_16,3A,2
2026-04-21,r20_14,1B,1
2026-04-21,r20_15,1A,1
2026-04-22,r21_12,3A,1
2026-04-22,r22_13,2A,1
2026-04-22,r22_13,3B,2
2026-04-22,r22_16,1B,1
2026-04-22,r22_16,2A,1
2026-04-23,r22_13,1B,1
2026-04-23,r22_15,3A,1
2026-04-24,r02_59,3C,3
2026-04-24,r03_20,1B,1
2026-04-24,r03_20,3C,3
2026-04-24,r03_21,3C,3
2026-04-24,r03_36,3C,4
2026-04-24,r03_42,3C,4
2026-04-24,r03_43,3C,3
2026-04-24,r03_59,3C,4
2026-04-24,r05_23,3C,5
